price_for_two,delivery_time_min,distance_km,food_prep_time_min,restaurant_age_years,avg_monthly_orders,discount_percent,delivery_fee,late_delivery_rate,packaging_rating,hygiene_rating,customer_support_rating,cuisine_count,city_tier,restaurant_type,veg_option,online_order,table_booking,food_rating
347.0,31.6,14.24,13.8,6.5,1397.0,1.9,17.5,0.216,3,4,3,2,1,Casual Dining,Yes,No,No,4
321.0,16.4,3.45,14.1,4.5,1727.0,21.6,74.1,0.181,4,4,5,1,3,Casual Dining,No,Yes,No,5
634.0,34.6,1.66,10.0,3.7,807.0,17.4,64.1,0.124,5,5,3,1,1,Casual Dining,Yes,Yes,No,5
294.0,37.9,3.25,19.5,9.1,714.0,7.8,29.7,0.076,2,2,5,3,2,Casual Dining,No,Yes,No,4
647.0,28.1,0.3,28.3,29.1,1338.0,3.3,15.8,0.536,3,4,2,4,3,Quick Bites,Yes,Yes,No,5
1006.0,34.1,0.43,20.6,1.5,381.0,21.1,51.0,0.462,3,5,2,2,3,Casual Dining,Yes,Yes,Yes,5
632.0,19.4,1.88,26.8,4.1,679.0,17.7,113.3,0.256,4,3,4,2,1,Casual Dining,Yes,Yes,No,3
682.0,44.0,0.66,31.4,1.4,655.0,38.9,34.2,0.015,3,5,5,1,1,Quick Bites,Yes,Yes,Yes,4
1103.0,25.4,1.3,40.7,4.7,3927.0,11.6,32.8,0.134,2,1,2,4,3,Quick Bites,No,Yes,No,3
311.0,27.3,5.39,18.6,1.8,1522.0,7.3,45.1,0.06,2,2,4,1,1,Casual Dining,No,Yes,No,3
781.0,70.1,6.32,29.1,0.1,1710.0,8.5,35.5,0.38,5,3,1,2,1,Quick Bites,No,No,Yes,3
268.0,38.8,8.02,19.3,2.9,786.0,10.7,37.7,0.348,4,4,3,1,3,Quick Bites,Yes,No,No,4
419.0,26.3,7.1,20.6,5.7,1621.0,28.3,29.6,0.38,4,4,4,1,1,Cafe,Yes,No,No,4
480.0,18.8,1.08,14.8,7.0,1567.0,15.9,7.9,0.295,5,5,4,2,1,Quick Bites,Yes,Yes,No,5
1090.0,31.0,0.3,22.5,2.2,2191.0,9.8,24.4,0.169,2,5,4,1,3,Quick Bites,Yes,Yes,No,4
214.0,22.7,2.63,17.7,8.3,894.0,4.0,61.3,0.308,3,5,1,2,1,Casual Dining,No,No,No,5
505.0,27.4,3.85,10.0,10.6,988.0,13.7,52.7,0.174,5,3,3,1,3,Fine Dining,Yes,Yes,No,5
336.0,23.8,2.6,44.3,0.9,1541.0,25.3,12.1,0.093,5,3,5,3,1,Quick Bites,No,Yes,Yes,5
502.0,36.8,6.73,17.2,7.6,977.0,20.8,30.6,0.083,4,5,3,3,2,Quick Bites,Yes,No,No,5
319.0,25.6,2.2,27.6,3.6,3249.0,26.1,53.7,0.344,2,4,5,3,3,Casual Dining,No,Yes,Yes,5
454.0,39.3,1.42,28.1,7.2,1731.0,21.5,48.5,0.172,3,5,4,3,2,Cloud Kitchen,Yes,Yes,Yes,4
883.0,32.1,2.62,19.7,1.9,999.0,4.7,67.8,0.075,1,2,4,3,2,Fine Dining,No,No,No,3
454.0,18.0,0.3,48.2,9.3,489.0,7.6,49.9,0.012,2,4,4,2,2,Casual Dining,Yes,No,No,3
286.0,55.0,2.45,38.2,5.8,2076.0,20.8,24.7,0.07,3,3,3,1,2,Quick Bites,No,Yes,No,2
585.0,10.0,1.16,23.4,1.0,1814.0,53.8,66.4,0.301,4,2,4,4,1,Cafe,Yes,Yes,No,5
298.0,39.4,7.3,10.0,8.7,1962.0,14.3,3.9,0.343,4,1,3,2,2,Casual Dining,Yes,Yes,No,4
640.0,39.6,0.3,27.4,1.9,1937.0,7.4,33.1,0.199,1,3,5,3,3,Cafe,Yes,Yes,No,4
602.0,47.2,2.25,25.0,2.8,1139.0,23.4,58.3,0.209,2,3,2,2,1,Cafe,No,Yes,Yes,4
427.0,31.3,5.94,34.3,19.5,5410.0,45.1,55.2,0.237,5,3,4,2,2,Fine Dining,No,No,Yes,4
210.0,26.5,4.3,21.3,0.2,1026.0,2.1,0.6,0.108,3,4,3,2,2,Casual Dining,Yes,No,Yes,3
619.0,32.4,2.11,34.8,10.2,2314.0,17.2,46.5,0.19,3,3,5,3,1,Casual Dining,Yes,Yes,No,3
808.0,58.2,0.47,24.1,2.2,1622.0,24.3,33.0,0.299,3,5,4,3,1,Casual Dining,Yes,Yes,Yes,5
1410.0,68.4,0.3,13.7,1.4,2914.0,1.6,58.1,0.079,5,3,4,3,3,Quick Bites,No,Yes,No,4
1240.0,36.8,8.5,39.2,15.8,1246.0,7.6,64.0,0.127,3,5,2,2,2,Casual Dining,No,No,No,4
403.0,38.4,7.5,36.7,11.9,563.0,19.9,66.9,0.241,5,3,4,2,1,Quick Bites,No,No,Yes,4
689.0,41.0,0.83,33.4,5.8,2768.0,14.1,42.2,0.127,2,3,3,3,1,Cafe,Yes,Yes,No,4
1171.0,12.1,0.88,40.4,0.3,1062.0,27.2,40.3,0.196,3,4,1,2,1,Quick Bites,Yes,Yes,Yes,4
387.0,24.8,4.81,29.7,10.3,2250.0,17.6,27.7,0.122,3,4,3,3,2,Fine Dining,Yes,Yes,No,5
1187.0,37.1,12.34,37.0,29.4,1436.0,31.4,31.8,0.235,5,5,2,2,3,Casual Dining,Yes,Yes,No,4
270.0,50.0,0.3,22.8,8.6,2501.0,20.9,44.7,0.039,3,3,3,1,1,Casual Dining,Yes,Yes,Yes,3
468.0,12.8,1.52,17.9,2.2,3556.0,30.2,67.8,0.08,1,3,4,1,3,Casual Dining,Yes,Yes,Yes,4
539.0,60.3,2.26,22.6,23.6,645.0,14.3,52.8,0.162,5,3,4,2,3,Quick Bites,Yes,Yes,Yes,4
706.0,49.8,0.75,20.4,0.4,1211.0,20.8,23.4,0.382,2,2,3,1,1,Fine Dining,Yes,Yes,No,3
1175.0,26.4,3.38,35.1,8.7,1412.0,20.4,38.3,0.132,3,5,2,1,1,Cafe,No,Yes,No,3
422.0,41.4,0.79,22.1,0.6,1850.0,23.7,36.5,0.119,4,1,3,3,1,Casual Dining,Yes,Yes,No,5
690.0,49.8,11.46,27.3,13.0,1165.0,37.8,77.9,0.119,3,3,1,2,2,Quick Bites,Yes,Yes,Yes,4
541.0,35.6,1.39,27.9,12.5,2817.0,20.9,26.3,0.148,4,2,3,3,3,Quick Bites,No,Yes,Yes,4
442.0,44.7,2.06,26.8,1.8,1649.0,5.8,38.4,0.172,5,5,2,1,1,Quick Bites,Yes,Yes,No,5
198.0,37.6,0.65,20.8,3.0,2038.0,19.6,28.0,0.164,3,4,5,2,3,Cloud Kitchen,Yes,Yes,Yes,5
598.0,55.4,1.71,21.8,2.5,1061.0,7.2,22.8,0.068,3,3,4,4,2,Quick Bites,No,Yes,No,4
391.0,40.2,2.95,33.8,5.2,781.0,16.2,57.2,0.183,2,1,3,4,1,Cloud Kitchen,Yes,Yes,No,3
629.0,37.1,0.74,36.6,11.8,992.0,2.7,45.0,0.058,3,4,3,1,3,Casual Dining,Yes,Yes,Yes,5
386.0,40.2,1.3,14.4,7.0,1354.0,29.3,51.0,0.324,2,2,2,1,3,Cafe,Yes,Yes,Yes,3
576.0,31.3,6.18,40.4,1.2,2528.0,36.7,27.5,0.389,3,1,5,2,3,Cloud Kitchen,Yes,Yes,No,3
247.0,60.3,1.49,32.6,7.8,3187.0,20.8,38.3,0.66,4,2,2,3,2,Casual Dining,No,Yes,Yes,3
917.0,34.8,6.26,37.6,5.6,5286.0,7.2,46.6,0.019,1,3,3,1,2,Cafe,No,Yes,Yes,3
590.0,28.3,0.61,28.5,6.6,1609.0,24.5,46.5,0.225,4,3,3,3,2,Quick Bites,Yes,No,No,4
294.0,27.1,1.15,27.2,0.0,1042.0,32.3,84.5,0.095,5,5,2,4,2,Quick Bites,No,No,Yes,5
327.0,39.3,2.39,17.4,8.0,1207.0,8.1,48.0,0.06,5,5,3,4,1,Quick Bites,Yes,Yes,No,5
1522.0,37.2,0.3,20.8,6.0,495.0,23.3,6.6,0.006,5,5,3,3,3,Casual Dining,Yes,No,Yes,5
1943.0,29.4,0.3,11.2,10.8,1791.0,35.6,31.0,0.213,4,1,2,1,3,Quick Bites,Yes,Yes,No,3
340.0,34.4,7.76,34.6,3.9,2509.0,16.1,30.3,0.215,5,4,3,2,3,Cafe,No,No,No,5
514.0,40.0,0.3,27.5,4.2,1795.0,22.6,30.8,0.124,3,2,3,2,1,Casual Dining,Yes,Yes,Yes,4
1132.0,58.3,2.34,18.9,0.3,1960.0,45.4,9.7,0.092,4,5,3,2,1,Casual Dining,No,Yes,No,5
454.0,48.0,0.95,31.2,13.2,1578.0,23.1,21.2,0.295,3,5,5,3,1,Quick Bites,Yes,No,No,4
426.0,45.5,2.28,36.5,0.4,708.0,18.1,0.0,0.125,2,3,4,1,2,Quick Bites,No,No,No,3
1117.0,21.6,2.14,11.8,2.0,1479.0,8.6,47.3,0.218,4,3,1,3,1,Casual Dining,Yes,Yes,No,5
988.0,49.2,0.43,28.3,0.6,1868.0,22.8,28.1,0.039,3,1,3,1,3,Quick Bites,Yes,Yes,No,4
370.0,44.8,12.88,23.7,3.2,1712.0,22.5,42.3,0.175,3,1,2,2,3,Quick Bites,Yes,No,No,3
199.0,27.0,0.3,31.1,2.1,1084.0,12.1,58.7,0.103,3,4,3,2,3,Quick Bites,No,No,No,2
786.0,40.8,0.57,19.6,4.9,2045.0,11.7,38.4,0.237,3,5,4,2,1,Cloud Kitchen,Yes,No,Yes,4
314.0,36.4,1.04,20.7,1.6,1454.0,21.1,57.8,0.409,4,3,4,4,3,Cloud Kitchen,Yes,Yes,No,4
660.0,30.7,2.68,25.0,0.7,866.0,6.8,44.3,0.194,4,4,2,1,2,Casual Dining,Yes,No,No,5
595.0,33.9,1.14,33.8,3.5,1027.0,19.4,41.7,0.239,4,3,3,3,2,Quick Bites,Yes,Yes,No,4
267.0,13.4,0.3,19.8,2.9,1521.0,18.3,66.4,0.015,5,3,3,1,1,Fine Dining,Yes,No,Yes,5
311.0,67.0,0.6,27.5,12.5,658.0,27.1,31.0,0.326,4,4,4,4,2,Quick Bites,No,No,No,3
473.0,10.0,1.27,15.7,4.6,1855.0,24.2,33.5,0.167,5,5,5,4,3,Casual Dining,Yes,Yes,No,5
563.0,43.5,3.11,34.1,15.6,342.0,9.0,41.7,0.023,2,3,4,4,2,Casual Dining,Yes,Yes,No,4
514.0,25.5,1.47,31.9,3.3,958.0,26.1,36.9,0.38,3,3,2,2,2,Casual Dining,Yes,Yes,No,3
582.0,26.7,5.89,36.0,11.1,2923.0,31.9,0.0,0.072,3,3,1,1,3,Cloud Kitchen,No,No,Yes,4
883.0,33.3,6.29,25.3,0.7,4071.0,6.5,27.9,0.179,2,3,3,3,3,Quick Bites,Yes,Yes,Yes,4
289.0,47.9,6.62,28.1,1.8,636.0,27.5,35.7,0.342,3,3,2,2,2,Cloud Kitchen,No,Yes,No,3
624.0,30.9,6.17,31.5,0.3,2606.0,21.2,53.2,0.155,4,5,4,1,2,Cloud Kitchen,Yes,Yes,Yes,5
498.0,55.2,1.08,16.5,20.8,737.0,22.6,0.0,0.045,4,3,4,2,1,Quick Bites,Yes,Yes,Yes,4
512.0,28.5,0.43,37.4,12.8,1390.0,27.1,50.6,0.092,4,3,4,3,1,Quick Bites,Yes,Yes,No,5
541.0,40.0,0.56,28.4,3.3,2537.0,6.4,9.9,0.097,4,4,5,4,1,Cafe,No,Yes,Yes,5
563.0,46.5,8.69,25.0,13.9,1517.0,29.4,15.2,0.514,2,3,1,1,2,Casual Dining,Yes,Yes,No,3
528.0,50.7,11.32,24.9,8.7,689.0,43.2,29.4,0.15,4,3,4,2,3,Quick Bites,No,Yes,Yes,3
1025.0,29.5,2.24,45.1,9.0,1387.0,26.2,46.3,0.053,2,2,1,4,2,Quick Bites,Yes,No,No,4
490.0,53.8,0.98,23.6,9.9,2502.0,2.5,52.1,0.089,5,2,4,1,2,Casual Dining,Yes,Yes,No,4
600.0,37.4,0.36,18.1,9.1,1732.0,28.9,45.8,0.037,3,4,4,2,1,Fine Dining,No,Yes,No,5
853.0,47.3,3.05,28.6,3.1,1935.0,24.1,67.5,0.222,4,4,1,3,2,Quick Bites,Yes,Yes,No,4
556.0,44.5,6.67,34.3,12.0,2207.0,20.5,38.8,0.192,3,4,3,1,1,Casual Dining,Yes,Yes,No,3
316.0,40.2,0.85,11.3,5.5,1345.0,42.4,49.6,0.411,4,5,4,3,1,Quick Bites,No,Yes,Yes,5
722.0,32.1,0.53,12.1,3.1,649.0,6.6,48.5,0.335,4,2,5,1,1,Casual Dining,Yes,Yes,No,4
478.0,46.5,1.8,20.7,0.7,4519.0,16.9,45.0,0.407,4,2,2,2,2,Casual Dining,Yes,No,Yes,4
446.0,14.7,0.3,44.0,9.0,4544.0,42.7,38.4,0.139,5,5,3,1,2,Casual Dining,No,No,No,5
1091.0,18.5,1.54,17.3,5.5,335.0,12.9,42.0,0.26,5,4,3,3,2,Quick Bites,Yes,Yes,No,5
657.0,54.0,3.81,26.8,14.2,2820.0,26.3,45.9,0.038,2,2,4,3,1,Quick Bites,Yes,No,No,3
440.0,52.9,2.96,21.1,13.5,405.0,17.6,38.8,0.156,3,2,4,1,1,Casual Dining,Yes,No,Yes,3
514.0,48.0,2.32,40.4,1.4,2517.0,16.5,4.7,0.025,2,3,3,2,1,Cloud Kitchen,Yes,Yes,No,2
249.0,18.0,2.28,23.6,8.3,1628.0,35.7,18.6,0.399,3,3,3,3,2,Casual Dining,Yes,No,Yes,4
281.0,45.2,2.69,30.4,1.2,2681.0,17.5,45.9,0.754,2,2,4,3,2,Cafe,No,No,No,2
194.0,26.3,3.13,36.8,3.4,358.0,11.2,54.2,0.321,2,3,5,2,1,Fine Dining,No,Yes,Yes,4
707.0,20.9,9.35,36.5,1.0,853.0,18.1,31.5,0.141,5,1,3,1,3,Cloud Kitchen,No,Yes,No,5
177.0,40.5,0.32,33.0,11.1,1931.0,12.4,30.2,0.113,5,4,3,4,2,Cafe,No,No,No,4
389.0,45.7,1.83,14.7,4.8,1042.0,38.1,61.2,0.172,3,5,2,3,1,Cloud Kitchen,Yes,No,No,5
360.0,12.3,1.09,21.8,5.4,1407.0,8.8,58.5,0.155,3,4,4,1,3,Quick Bites,Yes,Yes,No,5
620.0,45.9,0.94,25.9,1.2,391.0,15.6,77.7,0.243,3,3,4,3,1,Cafe,Yes,No,No,4
511.0,62.5,1.36,14.8,9.8,914.0,44.2,23.1,0.073,4,4,3,4,2,Cloud Kitchen,Yes,Yes,Yes,4
569.0,43.6,4.06,26.0,2.5,3025.0,22.2,51.0,0.22,1,3,2,3,3,Cafe,No,No,No,2
831.0,49.8,5.14,30.1,22.6,1187.0,13.3,59.1,0.519,4,1,1,4,3,Casual Dining,Yes,Yes,No,3
1609.0,41.7,7.49,24.7,1.4,1061.0,28.3,50.8,0.19,3,3,1,2,1,Quick Bites,Yes,No,Yes,2
150.0,10.4,4.07,48.3,10.1,1831.0,5.6,36.7,0.13,2,1,1,2,1,Quick Bites,Yes,No,No,1
285.0,55.8,3.75,56.4,0.0,3713.0,41.7,71.0,0.54,2,2,2,3,3,Casual Dining,No,No,No,1
384.0,30.7,5.79,10.0,15.2,1730.0,13.9,51.8,0.204,2,3,4,2,1,Casual Dining,No,No,No,5
413.0,35.7,12.17,28.7,17.2,1103.0,11.0,79.1,0.302,5,4,4,3,1,Casual Dining,No,Yes,No,4
398.0,45.8,2.48,31.7,10.6,1160.0,9.5,49.8,0.303,3,2,3,1,3,Cloud Kitchen,No,Yes,Yes,4
514.0,48.3,0.3,27.3,8.6,601.0,20.0,21.1,0.272,2,2,4,1,1,Cafe,No,Yes,No,3
253.0,38.2,6.26,10.0,16.3,1550.0,16.9,19.7,0.335,4,5,1,3,1,Cafe,Yes,Yes,No,3
219.0,33.1,1.99,38.7,3.0,2315.0,3.5,46.3,0.307,2,5,3,2,2,Cafe,Yes,Yes,No,3
243.0,51.3,0.89,29.7,6.4,3801.0,7.1,47.0,0.233,1,3,2,1,1,Casual Dining,Yes,Yes,No,4
442.0,27.3,2.53,13.3,10.7,2470.0,14.8,28.7,0.176,4,4,2,2,2,Casual Dining,Yes,No,Yes,4
486.0,22.0,0.71,40.4,6.2,830.0,26.9,14.8,0.358,3,3,2,2,1,Cloud Kitchen,No,Yes,Yes,5
580.0,45.7,6.14,16.3,12.6,778.0,10.2,38.3,0.202,4,4,1,2,2,Quick Bites,Yes,Yes,Yes,4
849.0,42.0,6.0,39.3,4.7,816.0,28.4,20.3,0.209,2,2,5,2,3,Quick Bites,No,Yes,Yes,5
942.0,37.4,1.64,32.1,21.0,1737.0,19.1,20.8,0.274,4,2,3,1,2,Cloud Kitchen,No,Yes,Yes,3
942.0,47.1,1.26,30.8,9.1,1578.0,10.7,27.8,0.125,3,2,3,2,1,Fine Dining,Yes,No,No,4
382.0,47.9,4.89,28.4,7.4,2309.0,18.6,25.9,0.184,5,3,3,1,2,Quick Bites,Yes,Yes,No,5
580.0,19.9,3.02,25.5,6.7,1109.0,39.4,49.3,0.051,5,4,2,3,2,Cafe,Yes,Yes,No,5
537.0,49.5,3.87,30.7,9.5,2450.0,19.4,36.3,0.276,4,2,5,3,3,Cloud Kitchen,No,Yes,No,4
509.0,14.8,1.86,32.3,1.9,1516.0,4.7,14.7,0.204,4,5,3,2,3,Cloud Kitchen,Yes,Yes,No,5
366.0,43.8,17.25,17.2,41.7,673.0,29.5,17.7,0.318,2,4,5,3,1,Casual Dining,No,No,No,3
1068.0,53.1,5.92,35.6,8.3,436.0,23.0,26.0,0.186,5,2,4,2,1,Fine Dining,Yes,No,Yes,4
426.0,50.8,4.45,24.2,0.7,2643.0,23.8,15.3,0.262,3,5,3,2,2,Quick Bites,No,Yes,No,4
1597.0,12.3,5.82,21.5,0.4,1563.0,18.1,63.4,0.109,4,3,4,2,2,Casual Dining,Yes,No,No,4
211.0,38.1,2.98,10.0,11.8,2670.0,22.3,39.0,0.108,2,2,5,1,3,Cloud Kitchen,Yes,Yes,Yes,4
963.0,34.3,1.45,21.9,5.6,2729.0,7.1,51.4,0.204,2,5,3,1,1,Cafe,Yes,Yes,Yes,5
1043.0,22.1,4.41,39.8,8.1,1210.0,17.6,55.1,0.377,1,4,5,3,1,Cloud Kitchen,Yes,Yes,No,5
273.0,33.6,1.09,22.5,4.8,1076.0,25.8,24.4,0.018,3,1,5,2,1,Casual Dining,Yes,No,Yes,4
194.0,10.0,4.92,27.6,1.8,3692.0,32.1,18.3,0.383,2,2,5,2,2,Cloud Kitchen,Yes,Yes,Yes,3
421.0,33.1,1.1,21.9,2.2,1204.0,18.7,56.8,0.223,5,1,2,1,1,Cafe,No,Yes,No,3
511.0,34.6,5.21,10.0,8.2,2870.0,17.9,48.0,0.075,1,3,5,3,2,Casual Dining,Yes,No,No,4
426.0,18.9,0.89,24.3,9.7,924.0,28.4,23.3,0.146,3,5,4,2,2,Cafe,Yes,Yes,No,5
711.0,57.5,2.05,37.7,0.3,1626.0,30.1,32.0,0.193,1,2,3,1,1,Quick Bites,Yes,Yes,Yes,2
864.0,61.8,2.34,30.8,9.7,2863.0,6.1,19.0,0.055,3,3,3,2,1,Quick Bites,No,Yes,No,3
501.0,47.6,0.3,24.8,20.5,1240.0,13.3,55.5,0.015,3,1,2,3,3,Casual Dining,No,Yes,No,3
557.0,10.0,1.93,12.8,7.7,733.0,17.9,25.4,0.314,2,2,3,3,1,Casual Dining,No,No,Yes,3
895.0,33.5,21.74,33.1,9.4,2585.0,20.4,22.4,0.112,4,5,4,2,1,Quick Bites,No,Yes,Yes,4
488.0,55.8,1.85,33.2,2.4,5293.0,28.4,81.9,0.099,5,4,1,2,1,Casual Dining,Yes,Yes,Yes,3
274.0,44.7,17.13,10.0,15.3,781.0,45.1,25.8,0.12,4,5,1,4,2,Quick Bites,Yes,Yes,Yes,5
912.0,58.5,0.3,23.0,5.1,1576.0,8.1,30.1,0.514,1,2,2,3,1,Quick Bites,Yes,Yes,No,2
774.0,55.5,13.98,30.0,0.7,864.0,8.4,29.8,0.103,5,3,3,1,1,Cafe,No,Yes,No,3
591.0,42.1,7.21,38.3,6.1,2257.0,6.4,41.5,0.246,2,4,5,2,1,Casual Dining,Yes,Yes,Yes,4
637.0,47.4,2.3,10.0,2.8,1713.0,13.0,30.1,0.259,4,4,4,1,1,Fine Dining,Yes,No,No,5
319.0,52.7,1.59,29.2,1.6,1186.0,6.5,46.0,0.09,2,3,5,2,1,Cafe,Yes,No,No,4
534.0,32.1,0.3,25.3,2.8,873.0,7.5,36.2,0.687,5,3,4,3,2,Casual Dining,No,Yes,Yes,5
1259.0,32.4,1.54,27.8,4.9,2496.0,15.4,85.0,0.274,4,4,2,3,3,Casual Dining,Yes,Yes,Yes,3
763.0,52.1,1.75,23.5,4.1,2057.0,2.0,32.8,0.009,1,3,4,4,1,Quick Bites,Yes,No,Yes,3
283.0,31.7,4.62,28.9,4.5,2659.0,17.7,36.8,0.085,3,3,5,3,1,Fine Dining,Yes,Yes,Yes,4
397.0,51.9,0.86,26.9,17.7,3021.0,33.9,65.4,0.069,5,5,3,1,1,Cafe,Yes,Yes,No,5
599.0,26.6,1.05,42.3,32.6,1531.0,9.2,47.0,0.094,2,1,3,4,3,Cafe,No,Yes,No,4
709.0,63.9,0.3,22.3,9.6,685.0,30.0,69.2,0.262,4,3,4,3,2,Quick Bites,No,Yes,No,4
576.0,37.2,0.3,26.8,6.9,484.0,9.7,32.1,0.073,3,4,2,1,2,Cafe,Yes,Yes,Yes,3
671.0,24.6,1.29,18.0,3.7,2023.0,2.7,44.0,0.066,4,5,4,3,1,Cloud Kitchen,No,Yes,No,5
689.0,67.5,6.08,37.3,1.2,1217.0,18.4,53.7,0.168,2,4,3,1,1,Quick Bites,Yes,Yes,No,3
695.0,24.9,1.65,29.8,8.0,2664.0,8.0,57.3,0.373,1,2,4,4,1,Cloud Kitchen,No,No,No,3
632.0,26.1,7.76,10.0,13.8,2578.0,29.3,39.7,0.642,4,4,4,1,2,Casual Dining,No,Yes,No,5
1097.0,40.7,8.3,34.2,6.9,1743.0,25.1,46.8,0.211,3,2,5,4,1,Casual Dining,No,Yes,No,2
398.0,53.8,4.12,36.8,7.1,1756.0,4.1,23.7,0.199,4,2,1,2,3,Casual Dining,Yes,Yes,No,3
342.0,31.4,0.3,24.4,2.0,867.0,6.1,46.8,0.491,3,2,4,2,2,Cafe,No,Yes,Yes,3
369.0,35.3,6.59,11.3,0.1,2081.0,28.7,35.3,0.068,2,2,3,1,2,Cafe,Yes,Yes,Yes,4
279.0,27.3,4.17,34.7,4.3,1058.0,16.7,37.0,0.508,3,2,4,3,3,Quick Bites,Yes,Yes,No,4
183.0,34.3,6.79,32.7,3.9,2774.0,13.6,34.9,0.121,4,3,3,3,1,Cloud Kitchen,Yes,Yes,No,3
422.0,56.5,12.57,17.6,7.4,746.0,21.4,18.6,0.043,3,2,1,1,1,Casual Dining,Yes,Yes,Yes,2
508.0,62.6,0.48,25.6,10.3,3364.0,16.6,48.3,0.034,1,5,1,3,2,Fine Dining,Yes,Yes,No,4
949.0,52.6,0.38,36.7,12.5,802.0,27.8,42.5,0.2,4,2,2,4,3,Cafe,No,Yes,No,3
406.0,28.2,7.96,26.2,18.5,638.0,15.7,46.1,0.335,4,4,4,2,2,Fine Dining,Yes,No,No,5
419.0,13.2,1.35,18.3,10.2,1283.0,23.2,45.4,0.184,4,2,2,2,1,Quick Bites,No,Yes,Yes,2
690.0,42.5,6.62,13.1,16.4,1126.0,28.1,28.4,0.259,3,5,3,2,1,Quick Bites,No,No,Yes,3
465.0,55.1,2.37,29.6,0.7,853.0,2.2,22.9,0.182,5,5,4,2,2,Cafe,No,Yes,Yes,5
468.0,32.3,1.12,23.5,0.4,3362.0,33.3,34.9,0.076,5,4,5,3,3,Quick Bites,Yes,Yes,No,5
357.0,37.8,4.31,32.8,1.6,770.0,21.6,11.1,0.167,4,3,3,4,3,Fine Dining,Yes,Yes,No,5
525.0,10.0,1.17,35.6,10.8,1902.0,38.5,24.7,0.204,3,3,3,1,2,Quick Bites,Yes,No,Yes,4
944.0,36.8,0.8,29.0,11.8,1040.0,25.1,25.2,0.22,4,2,3,2,2,Casual Dining,No,Yes,Yes,5
844.0,11.0,1.76,44.4,17.4,1771.0,22.3,2.2,0.505,4,4,3,1,3,Fine Dining,Yes,Yes,Yes,5
950.0,50.1,6.13,32.4,4.6,888.0,29.5,33.4,0.209,2,4,4,3,1,Quick Bites,No,No,No,3
468.0,26.9,0.3,25.6,25.1,2581.0,10.1,4.5,0.027,5,4,3,1,3,Quick Bites,Yes,Yes,No,5
638.0,42.1,3.95,15.2,2.6,585.0,15.8,17.8,0.302,5,5,5,3,2,Cafe,Yes,Yes,Yes,5
685.0,39.4,1.49,24.6,1.4,2372.0,20.1,90.8,0.301,3,5,2,2,1,Casual Dining,Yes,Yes,No,5
769.0,37.4,0.3,29.1,4.0,1545.0,20.5,57.3,0.128,5,3,3,2,3,Quick Bites,Yes,Yes,Yes,3
606.0,26.0,0.3,13.4,1.1,4083.0,14.1,43.9,0.228,3,3,4,3,1,Casual Dining,Yes,Yes,Yes,5
1128.0,12.3,1.76,41.5,7.2,1626.0,31.3,36.8,0.421,3,4,4,4,3,Fine Dining,Yes,Yes,Yes,5
291.0,40.8,5.37,23.7,2.4,1499.0,26.7,30.8,0.164,2,4,4,3,1,Quick Bites,Yes,Yes,Yes,5
697.0,56.1,3.03,22.7,2.7,1664.0,10.6,55.8,0.18,4,2,2,1,2,Casual Dining,Yes,Yes,No,3
1055.0,35.4,10.25,14.9,3.8,1267.0,8.9,53.6,0.072,3,2,5,4,1,Fine Dining,Yes,Yes,No,4
344.0,52.6,2.2,28.8,15.8,1818.0,4.4,48.4,0.313,1,5,4,2,2,Cafe,Yes,No,No,4
585.0,36.9,0.71,41.2,2.9,2588.0,5.1,26.8,0.023,4,3,3,3,2,Cloud Kitchen,No,Yes,No,4
1013.0,40.2,11.18,18.8,1.5,1597.0,32.1,70.0,0.297,3,4,5,1,1,Casual Dining,Yes,Yes,No,4
374.0,16.5,3.71,36.4,7.1,1041.0,7.4,59.5,0.014,4,5,3,1,2,Cafe,Yes,Yes,No,4
456.0,23.4,1.89,32.2,10.9,1253.0,25.9,84.2,0.092,2,5,4,1,1,Casual Dining,Yes,No,Yes,5
1100.0,32.8,0.6,22.3,11.4,3794.0,19.0,51.9,0.277,1,4,3,2,1,Cafe,Yes,Yes,No,4
266.0,24.8,4.23,36.0,2.2,591.0,35.9,33.1,0.025,3,3,3,2,1,Casual Dining,Yes,Yes,No,3
333.0,16.8,2.7,29.3,3.9,2940.0,27.1,70.2,0.265,1,3,3,2,2,Quick Bites,Yes,Yes,No,4
282.0,51.4,1.53,26.3,3.6,2364.0,34.4,45.2,0.265,3,3,4,4,2,Quick Bites,No,No,No,3
587.0,27.0,0.58,24.2,10.2,2855.0,34.9,36.6,0.192,5,4,4,3,1,Casual Dining,Yes,Yes,No,5
642.0,17.9,1.72,18.1,0.8,2000.0,14.5,54.5,0.087,3,4,3,2,1,Quick Bites,No,No,No,4
450.0,46.2,5.38,29.5,6.2,388.0,28.8,25.5,0.101,4,5,4,2,2,Quick Bites,No,Yes,No,5
407.0,43.4,6.77,33.9,0.2,4685.0,32.7,23.5,0.208,5,4,3,2,1,Cafe,Yes,No,Yes,4
244.0,53.2,7.92,33.5,0.2,3987.0,15.9,40.7,0.015,5,5,4,3,2,Casual Dining,Yes,No,No,5
446.0,61.0,4.68,24.5,0.9,2240.0,19.0,70.1,0.195,4,3,3,1,2,Quick Bites,No,Yes,No,4
775.0,28.8,2.55,25.9,7.6,1963.0,22.3,29.3,0.035,1,3,3,1,3,Quick Bites,Yes,No,No,3
